element_number, cg_x, cg_y, cg_z, element_state, sensitivity_number, FI_max
115, 49.0, 7.0, 0.0, 0, 1.2645573214670685e-12, 0
116, 51.0, 7.0, 0.0, 0, 6.218098286103248e-13, 0
117, 53.0, 7.0, 0.0, 0, 3.02772879602519e-13, 0
118, 55.0, 7.0, 0.0, 0, 1.59792270374131e-13, 0
119, 57.0, 7.0, 0.0, 0, 1.3470048602066083e-13, 0
120, 59.0, 7.0, 0.0, 0, 1.2362485499597302e-13, 0
126, 11.0, 9.0, 0.0, 0, 1.6378271079995895e-05, 0
127, 13.0, 9.0, 0.0, 0, 6.336826011022601e-06, 0
128, 15.0, 9.0, 0.0, 0, 2.4393080937687748e-08, 0
129, 17.0, 9.0, 0.0, 0, 4.228435602418146e-10, 0
130, 19.0, 9.0, 0.0, 0, 3.3621307044524956e-10, 0
131, 21.0, 9.0, 0.0, 0, 2.58407901160934e-10, 0
132, 23.0, 9.0, 0.0, 0, 1.993648758256972e-10, 0
133, 25.0, 9.0, 0.0, 0, 1.5639328059074274e-10, 0
134, 27.0, 9.0, 0.0, 0, 1.2298655539513763e-10, 0
135, 29.0, 9.0, 0.0, 0, 9.602053337049049e-11, 0
136, 31.0, 9.0, 0.0, 0, 7.422270385260682e-11, 0
137, 33.0, 9.0, 0.0, 0, 5.671033371594441e-11, 0
138, 35.0, 9.0, 0.0, 0, 4.270848693508137e-11, 0
139, 37.0, 9.0, 0.0, 0, 3.1577174170792814e-11, 0
140, 39.0, 9.0, 0.0, 0, 2.2809319260420495e-11, 0
141, 41.0, 9.0, 0.0, 0, 1.6001002918291704e-11, 0
142, 43.0, 9.0, 0.0, 0, 1.0821215722910888e-11, 0
143, 45.0, 9.0, 0.0, 0, 6.989471954178326e-12, 0
144, 47.0, 9.0, 0.0, 0, 4.2606746282013805e-12, 0
145, 49.0, 9.0, 0.0, 0, 2.4175682986286876e-12, 0
146, 51.0, 9.0, 0.0, 0, 1.2646119596049205e-12, 0
147, 53.0, 9.0, 0.0, 0, 6.091486234888827e-13, 0
148, 55.0, 9.0, 0.0, 0, 2.9109286268564344e-13, 0
149, 57.0, 9.0, 0.0, 0, 1.9808932610931416e-13, 0
150, 59.0, 9.0, 0.0, 0, 1.7257671381360156e-13, 0
156, 11.0, 11.0, 0.0, 0, 0.00012061896257020057, 0
157, 13.0, 11.0, 0.0, 0, 6.657227157757075e-05, 0
158, 15.0, 11.0, 0.0, 0, 8.407541364082737e-06, 0
159, 17.0, 11.0, 0.0, 0, 3.6373411633328835e-10, 0
160, 19.0, 11.0, 0.0, 0, 3.2024860795808276e-10, 0
161, 21.0, 11.0, 0.0, 0, 2.563213883381966e-10, 0
162, 23.0, 11.0, 0.0, 0, 2.093035648843551e-10, 0
163, 25.0, 11.0, 0.0, 0, 1.7317446895165646e-10, 0
164, 27.0, 11.0, 0.0, 0, 1.4131671130479158e-10, 0
165, 29.0, 11.0, 0.0, 0, 1.1347634279677481e-10, 0
166, 31.0, 11.0, 0.0, 0, 9.002210211220514e-11, 0
167, 33.0, 11.0, 0.0, 0, 7.058512604457935e-11, 0
168, 35.0, 11.0, 0.0, 0, 5.4575919051899286e-11, 0
169, 37.0, 11.0, 0.0, 0, 4.147015372347764e-11, 0
170, 39.0, 11.0, 0.0, 0, 3.0846565980663494e-11, 0
171, 41.0, 11.0, 0.0, 0, 2.235887674531972e-11, 0
172, 43.0, 11.0, 0.0, 0, 1.5706913504281317e-11, 0
173, 45.0, 11.0, 0.0, 0, 1.0619945308983776e-11, 0
174, 47.0, 11.0, 0.0, 0, 6.848092577600172e-12, 0
175, 49.0, 11.0, 0.0, 0, 4.158113727859517e-12, 0
176, 51.0, 11.0, 0.0, 0, 2.3351668939661636e-12, 0
177, 53.0, 11.0, 0.0, 0, 1.196225738024868e-12, 0
178, 55.0, 11.0, 0.0, 0, 5.622854433787478e-13, 0
179, 57.0, 11.0, 0.0, 0, 3.048424301922162e-13, 0
180, 59.0, 11.0, 0.0, 0, 2.397032445101119e-13, 0
186, 11.0, 13.0, 0.0, 1, 0.0001733448145475869, 0
187, 13.0, 13.0, 0.0, 1, 0.00015263567116942508, 0
188, 15.0, 13.0, 0.0, 0, 4.634382818056191e-05, 0
189, 17.0, 13.0, 0.0, 0, 6.026661691195714e-06, 0
190, 19.0, 13.0, 0.0, 0, 2.964994260232622e-10, 0
191, 21.0, 13.0, 0.0, 0, 2.461289123470167e-10, 0
192, 23.0, 13.0, 0.0, 0, 2.1658112399023215e-10, 0
193, 25.0, 13.0, 0.0, 0, 1.877526413987279e-10, 0
194, 27.0, 13.0, 0.0, 0, 1.5715730420599253e-10, 0
195, 29.0, 13.0, 0.0, 0, 1.291367718145644e-10, 0
196, 31.0, 13.0, 0.0, 0, 1.0496501999928645e-10, 0
197, 33.0, 13.0, 0.0, 0, 8.435466746972758e-11, 0
198, 35.0, 13.0, 0.0, 0, 6.683921951686102e-11, 0
199, 37.0, 13.0, 0.0, 0, 5.205884412712469e-11, 0
200, 39.0, 13.0, 0.0, 0, 3.9742255797560554e-11, 0
201, 41.0, 13.0, 0.0, 0, 2.9645543563833055e-11, 0
202, 43.0, 13.0, 0.0, 0, 2.1524819815000582e-11, 0
203, 45.0, 13.0, 0.0, 0, 1.5134336485289668e-11, 0
204, 47.0, 13.0, 0.0, 0, 1.0230864643556074e-11, 0
205, 49.0, 13.0, 0.0, 0, 6.577959615740174e-12, 0
206, 51.0, 13.0, 0.0, 0, 3.951551015491997e-12, 0
207, 53.0, 13.0, 0.0, 0, 2.1580937694661632e-12, 0
208, 55.0, 13.0, 0.0, 0, 1.0539838993625709e-12, 0
209, 57.0, 13.0, 0.0, 0, 5.201645474276167e-13, 0
210, 59.0, 13.0, 0.0, 0, 3.575674107107451e-13, 0
211, 1.0, 15.0, 0.0, 0, 9.951518887633995e-10, 0
212, 3.0, 15.0, 0.0, 0, 0.00010051185577341075, 0
213, 5.0, 15.0, 0.0, 1, 0.00012138286194592692, 0
214, 7.0, 15.0, 0.0, 1, 0.0002748989580432939, 0
215, 9.0, 15.0, 0.0, 1, 0.000319329226147713, 0
216, 11.0, 15.0, 0.0, 1, 0.0002955982954602157, 0
217, 13.0, 15.0, 0.0, 1, 0.00022335315339869232, 0
218, 15.0, 15.0, 0.0, 1, 0.00012031001063137254, 0
219, 17.0, 15.0, 0.0, 0, 3.909574257807034e-05, 0
220, 19.0, 15.0, 0.0, 0, 2.9484130461352113e-07, 0
221, 21.0, 15.0, 0.0, 0, 2.599868932134592e-10, 0
222, 23.0, 15.0, 0.0, 0, 2.3002469536075218e-10, 0
223, 25.0, 15.0, 0.0, 0, 1.9974562163782996e-10, 0
224, 27.0, 15.0, 0.0, 0, 1.6938366011751735e-10, 0
225, 29.0, 15.0, 0.0, 0, 1.4242407694211574e-10, 0
226, 31.0, 15.0, 0.0, 0, 1.187882330591382e-10, 0
227, 33.0, 15.0, 0.0, 0, 9.78950836361686e-11, 0
228, 35.0, 15.0, 0.0, 0, 7.94121516492182e-11, 0
229, 37.0, 15.0, 0.0, 0, 6.327009046772407e-11, 0
230, 39.0, 15.0, 0.0, 0, 4.944458687056049e-11, 0
231, 41.0, 15.0, 0.0, 0, 3.7839138904833765e-11, 0
232, 43.0, 15.0, 0.0, 0, 2.8285191942431322e-11, 0
233, 45.0, 15.0, 0.0, 0, 2.0572185479039432e-11, 0
234, 47.0, 15.0, 0.0, 0, 1.4471864663441318e-11, 0
235, 49.0, 15.0, 0.0, 0, 9.753504315957017e-12, 0
236, 51.0, 15.0, 0.0, 0, 6.195604690880803e-12, 0
237, 53.0, 15.0, 0.0, 0, 3.6037923727533424e-12, 0
238, 55.0, 15.0, 0.0, 0, 1.8571063264480457e-12, 0
239, 57.0, 15.0, 0.0, 0, 9.08436586453947e-13, 0
240, 59.0, 15.0, 0.0, 0, 5.593139152017803e-13, 0
241, 1.0, 17.0, 0.0, 0, 8.798952527163602e-10, 0
242, 3.0, 17.0, 0.0, 0, 4.7527430896436066e-05, 0
243, 5.0, 17.0, 0.0, 1, 0.00013918220543504157, 0
244, 7.0, 17.0, 0.0, 1, 0.00021992941433703934, 0
245, 9.0, 17.0, 0.0, 1, 0.00027866987029499053, 0
246, 11.0, 17.0, 0.0, 1, 0.00028625032930423865, 0
247, 13.0, 17.0, 0.0, 1, 0.0002561119972900873, 0
248, 15.0, 17.0, 0.0, 1, 0.00015808426744203365, 0
249, 17.0, 17.0, 0.0, 0, 0.0001178714679711295, 0
250, 19.0, 17.0, 0.0, 0, 2.798855457769932e-05, 0
251, 21.0, 17.0, 0.0, 0, 2.014256565333771e-06, 0
252, 23.0, 17.0, 0.0, 0, 2.2579213052364524e-10, 0
253, 25.0, 17.0, 0.0, 0, 2.0306719040947164e-10, 0
254, 27.0, 17.0, 0.0, 0, 1.7699071976820133e-10, 0
255, 29.0, 17.0, 0.0, 0, 1.534140004222781e-10, 0
256, 31.0, 17.0, 0.0, 0, 1.31833378625517e-10, 0
257, 33.0, 17.0, 0.0, 0, 1.1145334951813056e-10, 0
258, 35.0, 17.0, 0.0, 0, 9.237152919924023e-11, 0
259, 37.0, 17.0, 0.0, 0, 7.508668334578559e-11, 0
260, 39.0, 17.0, 0.0, 0, 5.990914407661661e-11, 0
261, 41.0, 17.0, 0.0, 0, 4.690182495357264e-11, 0
262, 43.0, 17.0, 0.0, 0, 3.5971721102794443e-11, 0
263, 45.0, 17.0, 0.0, 0, 2.6943054100497974e-11, 0
264, 47.0, 17.0, 0.0, 0, 1.960457066611308e-11, 0
265, 49.0, 17.0, 0.0, 0, 1.3737402285847015e-11, 0
266, 51.0, 17.0, 0.0, 0, 9.131241161211471e-12, 0
267, 53.0, 17.0, 0.0, 0, 5.602504121660857e-12, 0
268, 55.0, 17.0, 0.0, 0, 3.0448697090077937e-12, 0
269, 57.0, 17.0, 0.0, 0, 1.52577761352456e-12, 0
270, 59.0, 17.0, 0.0, 0, 9.117636581101267e-13, 0
271, 1.0, 19.0, 0.0, 0, 4.0057755044162834e-10, 0
272, 3.0, 19.0, 0.0, 0, 7.853190980759508e-06, 0
273, 5.0, 19.0, 0.0, 0, 6.434735202358213e-05, 0
274, 7.0, 19.0, 0.0, 1, 0.00014451046063322236, 0
275, 9.0, 19.0, 0.0, 1, 0.00023960450367733064, 0
276, 11.0, 19.0, 0.0, 1, 0.0002720988918396347, 0
277, 13.0, 19.0, 0.0, 1, 0.00026235509044331975, 0
278, 15.0, 19.0, 0.0, 1, 0.0002380070088898032, 0
279, 17.0, 19.0, 0.0, 1, 0.00014882045128203193, 0
280, 19.0, 19.0, 0.0, 1, 9.539382401617803e-05, 0
281, 21.0, 19.0, 0.0, 0, 2.0932643034958094e-05, 0
282, 23.0, 19.0, 0.0, 0, 2.369198078165996e-10, 0
283, 25.0, 19.0, 0.0, 0, 2.07125517149815e-10, 0
284, 27.0, 19.0, 0.0, 0, 1.8283600039352205e-10, 0
285, 29.0, 19.0, 0.0, 0, 1.640584576450471e-10, 0
286, 31.0, 19.0, 0.0, 0, 1.4547825430722042e-10, 0
287, 33.0, 19.0, 0.0, 0, 1.2561015038839954e-10, 0
288, 35.0, 19.0, 0.0, 0, 1.0586959608284769e-10, 0
289, 37.0, 19.0, 0.0, 0, 8.750740065915277e-11, 0
290, 39.0, 19.0, 0.0, 0, 7.108275472633475e-11, 0
291, 41.0, 19.0, 0.0, 0, 5.677372869886531e-11, 0
292, 43.0, 19.0, 0.0, 0, 4.454227929239828e-11, 0
293, 45.0, 19.0, 0.0, 0, 3.423085405331158e-11, 0
294, 47.0, 19.0, 0.0, 0, 2.563836196620202e-11, 0
295, 49.0, 19.0, 0.0, 0, 1.8560887377545814e-11, 0
296, 51.0, 19.0, 0.0, 0, 1.2808420395088169e-11, 0
297, 53.0, 19.0, 0.0, 0, 8.219843439098262e-12, 0
298, 55.0, 19.0, 0.0, 0, 4.705447717159031e-12, 0
299, 57.0, 19.0, 0.0, 0, 2.43779056440621e-12, 0
300, 59.0, 19.0, 0.0, 0, 1.4524306379263418e-12, 0
301, 1.0, 21.0, 0.0, 0, 2.863221149611708e-10, 0
302, 3.0, 21.0, 0.0, 0, 2.694593634553088e-10, 0
303, 5.0, 21.0, 0.0, 0, 1.6513875616605802e-05, 0
304, 7.0, 21.0, 0.0, 0, 9.994993921933736e-05, 0
305, 9.0, 21.0, 0.0, 1, 0.00015544174401966427, 0
306, 11.0, 21.0, 0.0, 1, 0.0002527696349308645, 0
307, 13.0, 21.0, 0.0, 1, 0.0002608345854301456, 0
308, 15.0, 21.0, 0.0, 1, 0.00024998925036955944, 0
309, 17.0, 21.0, 0.0, 1, 0.0002166840365643425, 0
310, 19.0, 21.0, 0.0, 1, 0.00013904936981347566, 0
311, 21.0, 21.0, 0.0, 0, 7.461918379965076e-05, 0
312, 23.0, 21.0, 0.0, 0, 1.3567075859027587e-05, 0
313, 25.0, 21.0, 0.0, 0, 2.231722673232799e-10, 0
314, 27.0, 21.0, 0.0, 0, 1.9252091914569907e-10, 0
315, 29.0, 21.0, 0.0, 0, 1.7891168969163282e-10, 0
316, 31.0, 21.0, 0.0, 0, 1.6146704943974354e-10, 0
317, 33.0, 21.0, 0.0, 0, 1.4068155815575088e-10, 0
318, 35.0, 21.0, 0.0, 0, 1.1996527972777115e-10, 0
319, 37.0, 21.0, 0.0, 0, 1.0051329960340191e-10, 0
320, 39.0, 21.0, 0.0, 0, 8.288849637647042e-11, 0
321, 41.0, 21.0, 0.0, 0, 6.737278142770112e-11, 0
322, 43.0, 21.0, 0.0, 0, 5.394066179774492e-11, 0
323, 45.0, 21.0, 0.0, 0, 4.240951138008646e-11, 0
324, 47.0, 21.0, 0.0, 0, 3.2572789173528254e-11, 0
325, 49.0, 21.0, 0.0, 0, 2.4245662539187375e-11, 0
326, 51.0, 21.0, 0.0, 0, 1.7269376050936397e-11, 0
327, 53.0, 21.0, 0.0, 0, 1.1517199674113226e-11, 0
328, 55.0, 21.0, 0.0, 0, 6.927948415632688e-12, 0
329, 57.0, 21.0, 0.0, 0, 3.726621894214301e-12, 0
330, 59.0, 21.0, 0.0, 0, 2.3436219227292147e-12, 0
331, 1.0, 23.0, 0.0, 0, 2.1664574957119046e-10, 0
332, 3.0, 23.0, 0.0, 0, 2.2455974051081743e-10, 0
333, 5.0, 23.0, 0.0, 0, 2.5396680534832724e-10, 0
334, 7.0, 23.0, 0.0, 0, 2.737606712465996e-05, 0
335, 9.0, 23.0, 0.0, 0, 0.00013311624229528645, 0
336, 11.0, 23.0, 0.0, 1, 0.00016759882509423467, 0
337, 13.0, 23.0, 0.0, 1, 0.0002492588758512146, 0
338, 15.0, 23.0, 0.0, 1, 0.000252747206045078, 0
339, 17.0, 23.0, 0.0, 1, 0.00024346975173249408, 0
340, 19.0, 23.0, 0.0, 1, 0.0002050813098712862, 0
341, 21.0, 23.0, 0.0, 1, 0.00012409951222391277, 0
342, 23.0, 23.0, 0.0, 0, 5.90982790787949e-05, 0
343, 25.0, 23.0, 0.0, 0, 5.582863708269658e-06, 0
344, 27.0, 23.0, 0.0, 0, 2.21632894424876e-10, 0
345, 29.0, 23.0, 0.0, 0, 2.0222183646119308e-10, 0
346, 31.0, 23.0, 0.0, 0, 1.7854051194603034e-10, 0
347, 33.0, 23.0, 0.0, 0, 1.5615710896477613e-10, 0
348, 35.0, 23.0, 0.0, 0, 1.3472577607089377e-10, 0
349, 37.0, 23.0, 0.0, 0, 1.1406615209124984e-10, 0
350, 39.0, 23.0, 0.0, 0, 9.520325766933009e-11, 0
351, 41.0, 23.0, 0.0, 0, 7.8606044014462e-11, 0
352, 43.0, 23.0, 0.0, 0, 6.412468705226099e-11, 0
353, 45.0, 23.0, 0.0, 0, 5.1468753580595786e-11, 0
354, 47.0, 23.0, 0.0, 0, 4.0416170013204284e-11, 0
355, 49.0, 23.0, 0.0, 0, 3.081650174027446e-11, 0
356, 51.0, 23.0, 0.0, 0, 2.2558116310150597e-11, 0
357, 53.0, 23.0, 0.0, 0, 1.556152937312274e-11, 0
358, 55.0, 23.0, 0.0, 0, 9.808632664282059e-12, 0
359, 57.0, 23.0, 0.0, 0, 5.549998035526532e-12, 0
360, 59.0, 23.0, 0.0, 0, 3.680829377723857e-12, 0
361, 1.0, 25.0, 0.0, 0, 1.6262443217860807e-10, 0
362, 3.0, 25.0, 0.0, 0, 1.713294761387103e-10, 0
363, 5.0, 25.0, 0.0, 0, 2.051820393685064e-10, 0
364, 7.0, 25.0, 0.0, 0, 3.010508326626394e-10, 0
365, 9.0, 25.0, 0.0, 0, 4.6772984339133524e-05, 0
366, 11.0, 25.0, 0.0, 1, 0.00013302823435715135, 0
367, 13.0, 25.0, 0.0, 1, 0.00020451891664731447, 0
368, 15.0, 25.0, 0.0, 1, 0.00024349137807509492, 0
369, 17.0, 25.0, 0.0, 1, 0.00024385967513246206, 0
370, 19.0, 25.0, 0.0, 1, 0.00023385812641531583, 0
371, 21.0, 25.0, 0.0, 1, 0.00016982342908276044, 0
372, 23.0, 25.0, 0.0, 0, 0.0001223658522941744, 0
373, 25.0, 25.0, 0.0, 0, 3.9333761974668825e-05, 0
374, 27.0, 25.0, 0.0, 0, 4.099654760315544e-06, 0
375, 29.0, 25.0, 0.0, 0, 2.1605423809280129e-10, 0
376, 31.0, 25.0, 0.0, 0, 1.926439973311347e-10, 0
377, 33.0, 25.0, 0.0, 0, 1.727947816048198e-10, 0
378, 35.0, 25.0, 0.0, 0, 1.5062673137903828e-10, 0
379, 37.0, 25.0, 0.0, 0, 1.2799253822988949e-10, 0
380, 39.0, 25.0, 0.0, 0, 1.0783686800102561e-10, 0
381, 41.0, 25.0, 0.0, 0, 9.043160449991272e-11, 0
382, 43.0, 25.0, 0.0, 0, 7.51232366905951e-11, 0
383, 45.0, 25.0, 0.0, 0, 6.144403477379311e-11, 0
384, 47.0, 25.0, 0.0, 0, 4.919951938128006e-11, 0
385, 49.0, 25.0, 0.0, 0, 3.8309194717573825e-11, 0
386, 51.0, 25.0, 0.0, 0, 2.87253440005455e-11, 0
387, 53.0, 25.0, 0.0, 0, 2.0425405439205697e-11, 0
388, 55.0, 25.0, 0.0, 0, 1.3441088738749466e-11, 0
389, 57.0, 25.0, 0.0, 0, 8.03360093014662e-12, 0
390, 59.0, 25.0, 0.0, 0, 5.6231060511011175e-12, 0
391, 1.0, 27.0, 0.0, 0, 1.236030074511376e-10, 0
392, 3.0, 27.0, 0.0, 0, 1.321108089622608e-10, 0
393, 5.0, 27.0, 0.0, 0, 1.5560297122509862e-10, 0
394, 7.0, 27.0, 0.0, 0, 1.8660337873508853e-10, 0
395, 9.0, 27.0, 0.0, 0, 8.61920947879559e-06, 0
396, 11.0, 27.0, 0.0, 0, 6.40417456455284e-05, 0
397, 13.0, 27.0, 0.0, 1, 0.00013014623009803317, 0
398, 15.0, 27.0, 0.0, 1, 0.00021389290805114928, 0
399, 17.0, 27.0, 0.0, 1, 0.00024291738446366104, 0
400, 19.0, 27.0, 0.0, 1, 0.00024268554792618782, 0
401, 21.0, 27.0, 0.0, 1, 0.00023076701351514288, 0
402, 23.0, 27.0, 0.0, 1, 0.0001637076528737914, 0
403, 25.0, 27.0, 0.0, 1, 0.00010718584415936188, 0
404, 27.0, 27.0, 0.0, 0, 2.977004203280836e-05, 0
405, 29.0, 27.0, 0.0, 0, 5.2499338866077146e-09, 0
406, 31.0, 27.0, 0.0, 0, 2.1481350229119342e-10, 0
407, 33.0, 27.0, 0.0, 0, 1.9514140985047427e-10, 0
408, 35.0, 27.0, 0.0, 0, 1.6766079718078821e-10, 0
409, 37.0, 27.0, 0.0, 0, 1.4165728864685862e-10, 0
410, 39.0, 27.0, 0.0, 0, 1.2071793045814195e-10, 0
411, 41.0, 27.0, 0.0, 0, 1.0305265294132146e-10, 0
412, 43.0, 27.0, 0.0, 0, 8.710303007999342e-11, 0
413, 45.0, 27.0, 0.0, 0, 7.242022278475088e-11, 0
414, 47.0, 27.0, 0.0, 0, 5.8969850998975e-11, 0
415, 49.0, 27.0, 0.0, 0, 4.676677836592433e-11, 0
416, 51.0, 27.0, 0.0, 0, 3.5827290762778934e-11, 0
417, 53.0, 27.0, 0.0, 0, 2.6187508150011503e-11, 0
418, 55.0, 27.0, 0.0, 0, 1.7932736485125004e-11, 0
419, 57.0, 27.0, 0.0, 0, 1.1325379096664164e-11, 0
420, 59.0, 27.0, 0.0, 0, 8.408288741649194e-12, 0
421, 1.0, 29.0, 0.0, 0, 9.439961589389795e-11, 0
422, 3.0, 29.0, 0.0, 0, 1.0333231517547387e-10, 0
423, 5.0, 29.0, 0.0, 0, 1.2610893691145269e-10, 0
424, 7.0, 29.0, 0.0, 0, 1.5656462178109745e-10, 0
425, 9.0, 29.0, 0.0, 0, 1.773533616476624e-10, 0
426, 11.0, 29.0, 0.0, 0, 1.6221403000407204e-05, 0
427, 13.0, 29.0, 0.0, 0, 8.985268127694671e-05, 0
428, 15.0, 29.0, 0.0, 1, 0.00014420493531860446, 0
429, 17.0, 29.0, 0.0, 1, 0.00023119243470946715, 0
