# Region type :   patch ambient_openings
# Faces           : 8098
# Area            : 2.0799987579e+00
# Scale factor    : 1.0000000000e+00
# Time            	sum(phi)
0.001615115099    	7.8243151433e-12
0.001632157489    	8.0551117398e-12
0.001649167269    	7.9623054840e-12
0.001666153311    	7.5207609373e-12
0.001683123428    	7.8168095640e-12
0.001700066811    	7.3782606001e-12
0.001716975762    	7.3453785643e-12
0.001733857684    	7.4434680289e-12
0.001750719722    	7.2954726705e-12
0.001767541049    	7.3941340924e-12
0.001784321873    	7.4870998480e-12
0.001801069508    	7.4641448214e-12
0.001817791305    	7.1686894566e-12
0.00183447163     	7.4710553906e-12
0.001851113101    	7.2428130659e-12
0.001867722048    	7.0947093686e-12
0.001884304469    	7.2042181926e-12
0.001900866271    	7.4281083536e-12
0.001917413169    	7.0768309019e-12
0.00193394188     	7.4397209991e-12
0.001950442985    	7.1919124573e-12
0.001966921398    	7.2865182448e-12
0.001983381825    	7.0799451913e-12
0.00199982916     	7.4291414492e-12
0.002016269339    	6.6945660034e-12
0.002032708298    	7.5289707194e-12
0.002049151788    	6.8712023782e-12
0.002065605408    	7.1824508960e-12
0.002082074727    	6.7190649203e-12
0.002098520977    	7.3809279543e-12
0.002114936714    	6.6429489134e-12
0.002131324904    	7.1664017765e-12
0.002147688512    	6.1917489636e-12
0.002164030862    	6.8925790233e-12
0.002180355304    	5.7134469817e-12
0.002196663729    	6.8987418453e-12
0.002212950412    	5.0124169545e-12
0.002229216489    	6.3428429447e-12
0.002245463023    	4.9725153330e-12
0.002261691007    	5.9298364694e-12
0.002277901457    	4.3501719018e-12
0.002294095359    	4.7371716332e-12
0.002310273729    	4.0911570870e-12
0.0023264376      	5.1700732725e-12
0.002342588028    	3.8079672065e-12
0.002358726095    	4.0568157422e-12
0.002374852872    	2.3169941714e-12
0.002390969453    	4.2312386098e-12
0.002407076902    	2.3737072827e-12
0.002423176265    	3.3084120160e-12
0.002439268525    	1.9502134689e-12
0.002455354641    	3.2985713228e-12
0.002471435543    	2.0817583090e-12
0.002487512061    	3.4925583069e-12
0.002503584992    	1.1957908351e-12
0.002519655077    	2.7291244351e-12
0.002535723151    	1.3863905141e-12
0.002551790074    	2.9758096215e-12
0.002567856682    	-9.5954480798e-14
0.002583923808    	1.5603525552e-12
0.002599992346    	-8.7304675208e-13
0.002616057141    	1.2053555175e-12
0.002632112558    	-1.2730473278e-12
0.002648159965    	9.9711425640e-13
0.002664200736    	-7.5458899112e-13
0.002680236251    	1.4494062959e-12
0.002696267912    	-1.5114810445e-12
0.002712297179    	1.4164825996e-12
0.00272832558     	-1.4238097599e-12
0.002744354575    	9.8592233553e-13
0.002760385556    	-1.5525065364e-12
0.002776419747    	1.1164885206e-12
0.002792458251    	-2.4720552347e-12
0.00280850207     	7.0682985832e-13
0.002824552156    	-2.9598955123e-12
0.002840609302    	7.5524635645e-13
0.002856674036    	-3.1596545719e-12
0.00287274669     	1.2021646428e-12
0.00288882752     	-4.2410599230e-12
