# y+ ()           
# Time            	patch             	min               	max               	average           
0.001546810911    	printed	2.3894675390e-03	3.0544608014e+01	4.5836742598e+00
0.001546810911    	laptop	3.5499304743e-02	2.7622198238e+01	3.5640137048e+00
0.001546810911    	noctua	1.9937382404e-02	1.8384860953e+01	3.6045775434e+00
0.001546810911    	wall_plane	2.6202528844e-03	6.2115581240e+01	1.1145370099e+01
0.002792458251    	printed	2.8860632671e-03	3.0634099855e+01	4.5832095792e+00
0.002792458251    	laptop	1.8374999779e-02	2.7728128973e+01	3.5663308857e+00
0.002792458251    	noctua	1.6121793462e-02	1.8510593898e+01	3.6086784196e+00
0.002792458251    	wall_plane	2.8946632449e-03	6.2111960590e+01	1.1145476756e+01
