# Region type :   patch ambient_openings
# Faces           : 8098
# Area            : 2.0799987579e+00
# Scale factor    : 1.0000000000e+00
# Time            	sum(phi)
0.0050142992      	8.7856176950e-12
0.0050392992      	9.2007761303e-12
0.0050642992      	8.8468878740e-12
0.0050892992      	8.9365206244e-12
0.0051142992      	1.0335611181e-11
0.0051392992      	1.0135266838e-11
0.0051642992      	9.8947051927e-12
0.0051892992      	1.0171027212e-11
0.0052142992      	9.7211876030e-12
0.0052392992      	9.2909214524e-12
0.0052642992      	8.7167124113e-12
0.0052892992      	8.3388121826e-12
0.0053142992      	7.6542196471e-12
0.0053392992      	7.6645758662e-12
0.0053642992      	7.9086604188e-12
0.0053892992      	7.4782075089e-12
0.0054142992      	7.1150921395e-12
0.0054392992      	7.3462157107e-12
0.0054642992      	8.0115783333e-12
